review,label
"The doctor was very professional, friendly, and made the vaccination process quick and easy. T
hey took the time to answer all my questions about the CAT vaccine and ensured my comfort throughout the visit.
 I appreciate the care and expertise provided, and would highly recommend them for vaccinations and other medical needs.
",1
"V Care Speciality Pet Hospital provides effective and compassionate treatment for your furry friends.
 With a team of skilled veterinarians, they offer specialized care to ensure the well-being of your pets. 
Trust V Care for exceptional pet healthcare.",1
Very good management of patient and took care of my pet ...really nice atmosphere there,1
"Best professional doctors in and around belagavi, very dedicative and care in handling the animals. Friendly doctors...",1
"My experience at Kle Centenary Charitable Hospital was exceptional. The treatment I received was top-notch, with accurate diagnoses delivered promptly. 
The hospital`s organized system ensured immediate availability of services, and the facilities were clean and well-maintained. 
Sterilized equipment and easy accessibility added to the comfort, while regular doctor visits minimized wait times. Highly recommend!",1
"Free Vaccination ,Treatment of all kind of Large & small Animals /Pets ,Rabbits ,Turtles,Birds ,Horses ,Pigs ,Rodents & all wild animals",1
"``I took my pet to Pet Vet Clinic New Delhi Medicos Khanpur and they provided effective treatment. The staff was caring and attentive.
 I highly recommend this clinic!`` (247 characters)",1
"Pet Vet Clinic is centrally located and easily accessible. The speedy recovery of my pet was excellent, thanks to the good supervision provided by the caring staff.",1
"Zigly For Happy Pets is excellent! Their certified professionals provide top-notch grooming services with safe appliances.
 They offer flexible appointments, making it easy to schedule around my busy day. My pet always looks and feels fantastic after a visit here!",1
"The care that he shown towards any dog or animal is really amazing. He`s so caring and knowlegeable person if you ask something about the challanges 
you are facing in the upbringing of your pet 
than he`s the real deal to ask with.He has ocean like knowledge. Really appreciate the work.",1
"This is the best pet clinic in dabari, best treatment for all pet, I recommended for it, Dr. Dileep is the best surgeon and medicine specialist",1
"When I lost hope for my pet skin treatment as all local doctor could do any cure, I found Panacea and went on to get my dog treated through 
Dr.Dileep and won't believe with just let one visit and few test, improvement showed in first week itself. Thanks Dr.Dileep.",1
"My dog sufring with severe chronic skin problem I visited many pet clinic but my dog not showing any recovery Dr. Dileep giving very nice treatment and
 my dog showing 80% recovery in skin I highly recommended to visit panacea clinic in Dabri",1
"I have 5 years pug suffering from neurological problem, I visited so many clinics in Delhi but no improvement seen. At last I came to Panacea Veterinary 
Clinic and now my dog is well.",1
"Unique Pet Care Clinic is excellent! It is centrally located and easy to find. The clinic is very accessible, making it simple to visit with my pet. 
The doctor is friendly and approachable, always ready to help. I feel good knowing my pet has great supervision during visits. I highly recommend 
this clinic for all pet care needs!",1
"I recently visited Unique Pet Care Clinic and was thoroughly impressed. The easy booking process, short wait times, and well-sanitised facilities made 
the experience hassle-free. The certified professionals took great care of my pet and provided top-notch service. I highly recommend this 
clinic for all pet owners.",1
"I had a great experience at 24x7 Pet Clinic! The staff provided gentle care to my pet, making sure he felt comfortable. 
The clinic is easily accessible and centrally located, which made getting there a breeze. They took the time to explain everything clearly, so I understood 
my pet`s needs. I highly recommend this place for any pet owner!",1
Visited with my Dog CoCo he is suffering from purvo virus ... satisfactory results..Thanks Dr.Sachin to treated him very well..must visited without a second thought,1
"Today my cat was crying too much and rubbing her ears, I called at clinic at clinic assistant said doctor will not come today u can speak to him, share his no.
 I called him and ask about my cat in detail and ask to give medicine and within one hour she feels better. Feel very good.",1
"I had two puppies which were suffering from parvo virus infection.i went to many places and lost my one puppy. then someone suggested me about s.s. pet care.
i went there. there Dr sachin treated my puppy and within two days i got a very good results. my puppy became active and was feeling better. 
now he is completely active and sound.i thank dr chaudhary for saving my puppy. u people are too dedicated and nice.thank you so much",1
"As a pet we always prefer a Dog . Same we have ,name Lucky . We loves him .One day he has some problem in stomach so it was not taking any thing. 
Go to the animal doctor, after exmine him very politely,Dr explained us what was happened then gave medicine.",1
"I had an extremely good experience when I had my pet bird treated by Dr. Nidhish. The bird was in a very bad shape and it was after lot of difficulty that I
 could find an avian vet. The treatment prescribed by Dr. Nidhish showed dramatic result. I deeply appreciate his professional competence. He also impressed 
me with his concern for the bird and his nice behaviour. I wish him all the very best.",1
Amazing experience well trained staff and very professional doctor,1
"I absolutely love Saini Pet Lovrs products! They are highly durable and have lasted through all the rough playtime with my pets. The quality is excellent, and 
I highly recommend them to all pet owners.",1
"Price is very reasonable & stuff is too genuine.
 One best thing explained about every thing do & donts about pets.",1
"I had a great experience at Little Paws Vet Clinic! The treatment for my pet was very effective, and the prices were reasonable. I felt comfortable knowing my pet 
was under good supervision.The clinic is centrally located, making it easy to get to. Plus, all the equipment looked clean and well-maintained.
 I also appreciated the short wait time. Highly recommend!",1
"Very well satisfied with the treatment of my pet dog at little paws pet clinic, doctor is very down to earth, take care of my pet very softly,
they have all the facilities available in the client like ultrasound, pet grooming etc. I recommend to all about this clinic.",1
"Visit to this place with my pet Lyka , doctors was very friendly with the dogs. They treat my pet with care and patients . It takes 2 visit and my my pet hair fall
 problem is solved .I suggest to visit if you are looking for best vet doctor near Laxminagar",1
Co operative staff with qualified doctor.....highly recommendable,1
"Best doctor with helping nature, he is not for just making money, he suggest that how you can save money. I recommend please visit once, very experienced doctor.",1
Best doctor in indrapuram for pets. I visited two times but he didn`t take his charges.. kind heart doctor with good results..,1
"Ours is a female lab 7 yrs old. she was reporting blood in her urine. on thorough examination it was found that she suffers from chronic cystitis.
 under dr Singh`s expert care and diagnosis she is recovering well. She was made to go through intensive examination tests . 
in my 7 yrs experience this Vet ensures hes updated on chronic ailments and their best cure available. Has an international exposure.",1
"Very efficient, Dr. Singh attended and helped my ill dog so promptly that no other regular or expensive vet could. Blessed to find him to save my dog.",1
"This shop carry an amazing selection of food and treats to your lovely pets. Staff is knowledgeable about pet nutrition, and I feel good knowing that anything I buy 
here is going to be healthy for my pets.This is a fantastic small business very happy to visit here",1
"We just got a new puppy and they have been taking good care of him. We appreciate the staff very much. 
The accommodations that they have during COVID has been very comforting and make us feel safe.",1
"Lovely bunch of people who truly care for pets and compassionate towards! Was very happy with the way they greeted our little one Pixar. 
They understood our needs even with a very little communication and an amazing job done. One of the best places in town for grooming. A must visit for 
all the pet parents for a seamless experience",1
"The staff were kind, knowledgeable, and truly cared for my pet's well-being. From the moment we walked in, the reception team made us feel welcome and 
comfortable.The vets were patient in answering all our questions and explained the diagnosis and treatment clearly. My dog received excellent care, 
and I could seehe was in safe hands.Highly recommend this hospital to any pet parent looking for trustworthy and compassionate care.",1
"Have been taking my paralysed dog for swimming session weekly for some months now , the pool is well maintained and the instructor mahesh is a very nice guy
who takes good care of the dogs while swimming. With him , need not worry about anything, he understands the dog condition and guides well.",1
I am absolutely happy with the love & Care the Cessna staffs take of the pets.,1
"The doctors are very well behaved and proficient with treatment. Dr.Manoj has been extremely helpful in diagnosing my pet and even educating me as a parent 
what's best for my pet.I would appreciate if they spread disposable mats on the table while treating the pets. The smell and cleanliness of the clinic could be better. 
Dr.Dheeraj is very polite and soft spoken.Dr.Manoj has been absolutely patient with my pet and me, addressing all my doubts clearly",1
,1
"We had a fantastic experience with Dr. Kashyap, who recently performed surgery on our one-year-old Jack Russell Terrier, Juno. 
From the very beginning, his kind and gentle demeanour put us at ease during what could have been a stressful time.
 He took the time to explain everything clearly, and we felt that Juno was in very capable hands",1
"Got my rescued kitten treated here and eventually spayed, everything has been smooth, the doctors are very knowledgeable and patient in answering questions, 
great experience overall. My kitten is all healed and healthy now.",1
"It was a wonderful experience, the grooming, the staff, and the care they gave my pet were all excellent. My Spike looks absolutely adorable! Thank you so much. 
Definitely a must-visit place. The prices are a bit on the higher side, but the experience was worth it",1
Hands down the best veterinary hospital in town!,1
"Every member of the team here is exceptionally kind and treats every pet with genuine love, care, and compassion. Even though itâ€™s quite far from my home,
 I always choose to bring my pet here thatâ€™s the level of trust and confidence theyâ€™ve earned.",1
"Very kind and friendly staff, took our pet dog for an emergency situation in night time, they spent time and explained everything and treated him well. 
Thankyou Papa's lifeline and team",1
"Its an amazing grooming salon for pets,i must say....jeeva pet hospitals hospitality is really good",1
"I really prefer this good hospital, jeeva saved my dogs life, shaidu is recovered from parbo virus, Dr nagesh reddy treated him very well. His behavior is 
really very good. The assistants mahesh and all are really Friendly. They took a good care of my dog. Thank you so much jeeva for saving pets
 and you are doing a great job. Keep it up.",1
"Exceptional care was provided by the team at Lucky Paws Veterinary Hospital for Thunder. She received outstanding attention and treatment during his recent visit 
for vaccination, treatment",1
"Thank u lucky paws for saving my male cat which I brought midnight. My male cat was not passing urine and was vomiting continuously for two days.
 After bringing him the doctors explained me clearly the condition and prognosis and made my pet stable.",1
"Very good response and services offered by Lucky Paws Team headed by Doctor Vishakha for my little kitten's surgery, and care during visits.
 A very good Team of professionals in the Vet Sciences field who know their job well. My kitten's life has been saved and he is recovering well thanks 
to the efforts by the Lucky Paws Team.Highly recommended for those requiring medical treatment of their pets",1
Always a pleasure to visit this clinic. The staff is very professional and friendly.,1
"Iâ€™ve had a truly wonderful experience with Vetic and couldnâ€™t recommend them more highly. I brought both my dogs hereâ€”one of them a senior adopted i
ndie-labra mix who was in poor condition when we took him in. He had almost no hair on his back due to neglect, and we were quite worried about his overall health. 
The team at Vetic patiently and expertly nursed him back to health, and today, he has a beautiful, full coat and a much better quality of lifeâ€”all thanks to their care.",1
"Iâ€™ve been visiting Crown Vet for my pets and have always been impressed by the level of care and professionalism here.
 The team is knowledgeable, compassionate, and truly dedicated to animal well-being. The clinic is clean, well-organized, and runs smoothly, which makes every 
visit stress-free for both me and my pets.",1
"The vet clinic is clean and well managed , the Vets Drs. are very caring and gentle towards your pet, however the vet clinic is way too expensive and the charges 
for a room when your pet gets admitted , means a crate, is sky high. I go here regularly for my pets as itâ€™s close by and itâ€™s a 24/7 clinic.",1
"I recently visited the hospital for my pet dog's medical checkup and vaccination. From the moment I walked in, the staff was warm, professional, 
and genuinely caring towards both of us.",1
"I had an excellent experience with Shree Pet Hospital. I went there at midnight, very distressed because my little cat had a seizure. 
The staff were so caring and welcoming, and the doctor was extremely knowledgeable and cooperative. Thank you to the entire team for your support!",1
"Was fully satisfied with the way doctor treated my pet, would definitely recommend this hospitalâ€¦",1
"The doctor was very kind and she treats every pet that visits, as her own.",1
Best doctor.... has good Experience and he treats well....,1
Best vet for your pet. Experienced and friendly vet. Will guide u and answer all ur questions.,1
"Had an amazing experience at Zigly! Took my pet in for grooming and I must say, Iâ€™m extremely satisfied with the service. The staff was gentle, professional, and made sure my pet felt comfortable throughout the session. The grooming was done with great attention to detail, and my furry friend came out looking and feeling fantastic. Highly recommend Zigly to all pet parents looking for quality care and grooming. Will definitely be visiting again!",1
"We took our 2 month old golden retriever pup after it was repeatedly vomiting and the previous vet didnâ€™t diagnose properly. DrVishwanath immediately diagnosed that my pup was infected with the fatal parvo virus. He suggested for 7 days IV saline treatment and eventually saving our puppyâ€™s life. Pre and post treatment, he gave such detailed clarity and advises on how to take care of our puppy. Forever grateful to vetcare for saving our pupâ€™s life.",1
"Weâ€™ve been bringing our pets to Vetcare for over a year, and the grooming services are top-notch. Our Labrador always comes home clean, happy, and looking fabulous. The grooming staff knows how to handle even the most anxious pets with patience and love. The attention to hygiene and detail is what sets this place apart.",1
"I took my pet rabbit for a general health check, and I was very impressed by how carefully the staff handled such a delicate animal. They explained everything clearly and gave helpful advice on diet and habitat care. The entire place was spotless and peacefulâ€”perfect for small animals.",1
"I had a wonderful experience at Mr. Vet Animal Hospital. The entire staff was professional, caring, and truly passionate about animals. 
I want to especially thank Dr. Ramesh for the exceptional care provided to my pet. Dr. Ramesh was not only knowledgeable but 
also incredibly kind and patient, taking the time to explain every step of the 
treatment process and answering all my questions with genuine concern.",1
"I recently visited this pet clinic and I must say it was such a wonderful experience. The doctors and staff are very caring,
 patient, and gentle with pets. They truly treat every animal like their own.",1
"Very polite and kind doctor, i appreciate his service towards pet , i went there for my cat neutered surgery, he and his assistant took good care of my cat , My cat is fine now, i recommend him for treatment for the vet , Thank you for your Service",1
"We recently faced an emergency when a puppy near our home got a bone stuck in its throat. We rushed to the hospital, where 
Dr. Venkat provided outstanding care. Their professionalism, attention to detail, and compassion were truly remarkable. 
They handled the situation swiftly and treated the puppy with great kindness",1
"My pet cherry required surgery. We were too scared as she never stayed away from us even once. 
But the doctor mr.venkat was soo calm in explaining the procedure and giving us calm concise and precise answers we wanted.
 Surgery was successful. After care is amazing. Even puppy was amazingly recovering and friendly with the staff.",1
"I'm thrilled with the exceptional care my 7-year-old female dog, Bruno, received at Pet Care.
 Bruno suffers from Chronic Kidney Disease (CKD), and Dr. Venkat Yadav, a seasoned veterinarian 
with 15 years of experience, recommended dialysis.",1
"Truly the best place for pets! The doctors and staff at Pet Care Super Speciality Hospital are highly experienced & also incredibly compassionate. My dog was treated with utmost care and attention. The facilities are clean, modern, and fully equipped. Iâ€™m so grateful to have a place I can trust completely with my petâ€™s health. Highly recommended for anyone who wants expert care and love for their furry family members!",1
"Experience: We recently had an emergency with a puppy near our house that got a bone stuck in its throat. 
We rushed to the hospital where Dr. Hari and Ganesh provided exceptional care. 
Their professionalism and attention to detail were impressive, and they treated the puppy with utmost care.",1
It is one of the fantastic clinic I have ever been too particularly for surgery. It is a god's home. The doctors are through angels . The manager Greg is humble and helpful. Doctor Srija Reddy and Dr Praveen are just great along with the compassionate staff.,1
"would highly recommend this place to anyone who has a pet. 
I have been taking my Pomeranian Pup since 45 days old and am highly satisfied with it. 
I would highly recommend Dr. Rajeshwari who is a wonderful doctor and really knows how to handle pets.
 She is very patient and would listen to you completely and accordingly advise you.",1
Very satisfied. Got this adopted dog in a good condition with vaccination. Experienced doctors to consult. Must visit the place.,1
"Hands down the best clinic Iâ€™ve been to! The vets really know their stuff and always put my petâ€™s well-being first. 
You can tell they genuinely care and want your pet to stay happy and healthy.",1
"I had such a great experience at Allvet Pet Clinic. I found the staff very professional.
 Dr Jasleen kaur is certainly very passionate about what she does. She took time to explain everything thoroughly.
 The clinic was also very clean and hygiene was well maintained.",1
"Enrich Pet Clinic in Hyderabad has garnered excellent reviews for its exceptional pet care services. 
With a rating of 4.6 stars based on 250+ reviews, it's evident that pet owners have had positive experiences at this clinic.",1
"We are incredibly grateful to have found such an amazing vet for Blu. Dr. Sireesha garu is undoubtedly the best in the area,
 always available 24/7 (at clinic or over mobile call) and goes above and beyond to provide expert care.
 Blu always jumps out of the vehicle in excitement and runs straight to Dr. Sireesha, which speaks about their bond 
and shows their genuine love and care for Blu, and that means the world to us as pet parents.",1
Enrich pet clinic is of the best clinics in Hyderabad. Our dog had aural hematoma (ear issue) and a minor surgery was performed by doctor Sirisha ma'am here and we are very happy with the way our dog was treated. Extremely hygienic and professional staff. Very positive and welcoming people. They took care of our dog very well and if you visit this place our dog is in safe hands. Good medication was given and our dog got healed quickly.,1
"Its a very nice pet clinic ,take atmost care of my pet as he is very old . He was cured very well and medications are perfect . I visit every month for my pet health check up and grooming",1
"One day our pet suddenly stopped walking unable raise hind limbs.quikly we rushed to spz pet clinic.
 Doctor gave treatment immediately within 2hours our pet became normal. Doctor also wonderful medicine for joint problem of our pet.
Good experience with this pet clinic .dr Sirisha madam is very approachable â€˜ clears all doubts about pet care.
I strongly recommend this pet clinic if ur caring ur pet . Staff is also very friendly",1
"Good clinic .very fair service . excellent caring by doctor. Recovery is quick .my dog recovered from parvo virus very quickly. 
This clinic doctor is specialist in parvo treatment",1
Very good treatment at affordable charges.Knowledged doctor and explains everything about petcare,1
"Dr. Surekha has been the loveliest vet for our pup, Kaizo. Sheâ€™s so kind and compassionate and really ensures your pet is comfortable. Itâ€™s always so nice to visit her.",1
"We had an emergency with our dog recently and after calling at least 10 different vets who were extremely unhelpful, we found Dr. Surekha. She asked for videos to ascertain if it was wise to move our dog before asking us to bring her in. Her care and bedside manner was impeccable and she took the initiative to follow up the next day. We were extremely grateful and happy to have found her!",1
Amazing doctors. You can trust that your pets are in good hands and a great place.,1
"To the entire team of VET YARD from receptionist to helping staff and specially Dr.Anouska Pereira thank you so much 
for being such an incredible partner in Pipu my cats health journey.I wholeheartedly recommend them to anyone seeking 
exceptional, compassionate,and professional veterinary care for their beloved pets.",1
"Thankyou guys, my mum came in with my dog Chance, and you took good care of him. Excellent service . 
Appreciate it and I highly recommend these doctors. You guys are the best",1
Thanks to Doctor Chawla for amazing treatment for our fur Baby. He is always ready to help. Even at emergency he was so helpful and we would be always grateful to him to treat our baby wonderfully.,1
He did all he could to save a stray cat I found injured on the road ..he did not charge me anything..very hard to find people like this now a days specially doctors..I recommend this place,1
Our puppy had got parvo virus and Dr Chawla did his best and ensured the puppy survived and has become healthy again. Much appreciated his followups and constant care.,1
"It's a nice place for pets. We required a fit to travel certificate (for our train journey) for our Lahsa Apso pet.
 The doctor gave us the required certificate & also provided us with a couple of its photocopies.",1
"This doctor is not even worth of giving one star!! Such an disgusting doctor i have ever seen in my entire lifetime..
He uses same intravenous fluids with same needles to multiple dogsâ€¦atleast have some empathy towards the ones who canâ€™t express their pain",1
Doctor was really kind and attentive. Patient with my dog and answered all my queries kindly as well,1
"Best vet clinic in the town, I've taken my cat multiple times to the Sharada Pet Clinic.
 The doctor is very kind and gentle with the fur babies. Overall, a great experience and oh, it's easy on the pockets as well!",1
"Great service and great doctor!! I have had nothing but good to say about the clinic.. 
Very compassionate and friendly !!""There are no words to describe how great Dr . Sneha is ,she really loves animals and it shows. 
She cares about her patients and their owners. I will be forever grateful, & 
I highly recommend this clinic because she truly care about animals..",1
Dr. Neha is nice and have enough understanding of how to treat cats. Also she consult animals very patient. Down to earth,1
The best pet clinic I've come across so far! This lady doctor is the only one who manages everything and trust me she's so kind and loving when it comes to the pets and she gives the best advice and treatment. I don't have any words for her she's just the best and best vet clinic in bicholim!!,1
"They have all the facilities like OT, pharmacy and OPD. Also the doctors are good and readily available 24/7.",1
"The staff along with Dr. Kochhar are wonderful and very professional. The clinic is well-organized, and the services are provided 
at a fair and reasonable cost. They care for pets with genuine affection, treating them like their own family members.
 My dog has always been looked after with great attention and kindness, and I truly appreciate the comfort and trust they provide.",1
"have 3 cats and I take them to Dr. Kochar for all their needs, and I couldnâ€™t be happier with the care they receive. 
The clinic is always welcoming, and the staff is extremely knowledgeable, gentle, and patient with my pets. 
I truly feel that my cats are in the best hands whenever we visit.Everyone is supportive, and the services are excellent.",1
"Dr Kochharâ€™s clinic is a blessing in disguise. The staff and entire hospital was on toes for a stray dog from PU who was suffering
 from multiple tumors. From on site visit to carrier service the doctor and staff were very polite and humble . Post-op care and checkup 
calls were entertained at any hour of days. I will highly recommend the clinic.",1
"Very content with their services. Took my cat to emergency who had internal bleeding due to an accident , she was kept in critical 
care under Dr Anshâ€™s (critical care specialist) supervision.Iâ€™m happy to say that my child is doing perfectly fine now. Iâ€™m so grateful to them!",1
"Dr. Kochar and their staff are absolutely fantastic! Their team handles every situation with utmost care and professionalism. 
This is hands down the best pet clinic I've ever been to. My dog was in a critical condition, but thanks to Dr. Kochar's expertise 
and care, it's now back to its happy self!
",1
"Dr. kochar and their staff are very good. Their team handles things well. itâ€™s the best per clinic. My cat was in a critical condition, but with their help, itâ€™s doing fine now",1
"I had a very good experience at Dr. Kochar's Pet Clinic. The staff was kind and helpful. Dr. Kochar is knowledgeable and caring, 
which made me feel comfortable and confident. This is one of the best pet clinics in Chandigarh. 
I would recommend it to anyone looking for good care for their pet.",1
"God sent.... Clean, technically capable and extremely gentle with my 12 year old pup.",1
"I canâ€™t thank to Doctor enough for saving my baby coco from serious condition. Their professionalism, kindness have been outstanding.
 My baby is recovering now. Highly recommend!!! Thank you so much doctor",1
"Dr Narendra is very nice, his motive is to treat pet at reasonable cost. During pregnancy my cat do frequently vomit and pass blood in stool, other vet said that she had miscarriage and she need to be operate and sterlised, But dr Narendra just give 2 injection my cat start eating food and after 3 weeks she gives birth to kittens .",1
"The doctor is nice and his treatment is good and satisfactory, I must say he have his own different style of treatment which I observed and of course for betterment for my kids...and always there for queries... His charges are reasonable too.... Staff is also nice and they behave nice with my babies as well as other pets",1
"The vet here is really nice and friendly. He managed the cleaniness and maintained the social distance as per needed. 
We took out 3 months old pup here and he was treated pretty well for the first vaccine.",1
Dr. Sahil attended my dog's illness very nicely and helped him get better. He heard the concerns and issues properly. Good experience.,1
"When no other pet parlour was ready to help me with my community dog who has thick coat with tangles, their team was very welcoming and treated him with utmost care. Thank you for thinking beyond concept of breed dogs. God bless you",1
The lady and the groomer very calmly handled my Shih Tzu during his grooming session. This was my first experience and I will recommend to everyone,1
Outstanding veterinary care-truly affordable and reliable. My 3 puppies are suffering from parvovirus and Dr and staff are very cooperative,1
Thankyou so much for the great service...you made our Pepsi look beautiful..,1
"By pet had not been eating for few days and took him many places before coming here. I was thoroughly guided by vet and staff at every step
",1
Dr.Mehta at pet smile clinic took such goood care of my cat during her surgery professional kind and highly skilled .,1
Best vet in the city got my doggo's stitches removed from here and they did a great job,1
"The doctor is nice and his treatment is good and satisfactory, I must say he have his own different style of treatment 
which I observed and of course for betterment for my kids...and always there for queries... 
His charges are reasonable too.... Staff is also nice and they behave nice with my babies as well as other pets",1
Donâ€™t get dissuaded by the lack luster clinic. Dr Narendra is very knowledgeable and kind.,1
Dr. Sahil attended my dog's illness very nicely and helped him get better. He heard the concerns and issues properly. Good experience.,1
We are very happy and satisfied with doctor narendra. His treatment has been very efficient n effective . He is always helpful,1
"Took my pet rabbit to get neutered. Unlike other vets I had spoken to....Dr Narendra was very confident and professional, ov er the phone and in person also. It's almost a month since the procedure and my pet is healthy n fine.",1
"He catered to our dog's every need and he somehow made sure to visit our house twice a day to see the dog and inject medicines.
 A humble and good person and a very very good doctor he is highly recommended.",1
Dr.narendra personally handling all case .he treated my dog kidney failure bun 380 and creatinine 8.7.nw my dog very fine and he ishappy. Thank you petvet24 vet clinic dr.Narendra kumar,1
"My dog had a surgery here on Monday. Dr.Karan and his team is so helpful. He is such an amazing doctor . He called me 3 times to inform me about my dogâ€™s condition, and that made me so relieved that he was in good hands. Thanks",1
"I had a great experience at this pet clinic. My cat was bitten by a dog, and the staff took excellent care of him. Heâ€™s doing much better now, and Iâ€™m extremely grateful for their attention and care. This clinic is now my permanent choice, and I wonâ€™t be going anywhere else. Highly recommend!",1
